Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Cost,Price,Profit,Quantity,Sales,Year,Quarter,Month,Month Number,Shipping Days,Profit Margin,Revenue Per Unit,Profit Per Unit,Loss Order
2130,US-2015-114188,2015-05-20,2015-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820.0,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,40.55,447.97,407.43,9,4031.76112,2015,2,May,5,2,0.10105509425617955,447.9734577777778,45.27,0
2131,US-2015-114188,2015-05-20,2015-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820.0,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",556.95,226.13,-330.82,12,2713.516614,2015,2,May,5,2,-0.1219155977498651,226.1263845,-27.56833333333333,1
2132,US-2015-114188,2015-05-20,2015-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820.0,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,388.99,379.42,-9.57,1,379.4187501,2015,2,May,5,2,-0.02522279143420751,379.4187501,-9.57,1
2133,CA-2016-156524,2016-11-20,2016-11-26,Standard Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",8.31,866.91,858.6,13,11269.86753,2016,4,November,11,6,0.07618545628104646,866.9128869230769,66.04615384615384,0
2134,CA-2016-122210,2016-11-30,2016-04-12,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,941.88,44.31,-897.57,5,221.5493851,2016,4,November,11,-232,-4.051331487987958,44.30987702,-179.514,1
2135,CA-2016-122210,2016-11-30,2016-04-12,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,571.73,792.75,221.02,20,15854.97689,2016,4,November,11,-232,0.013940102311937208,792.7488445,11.051,0
2136,CA-2016-122210,2016-11-30,2016-04-12,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,332.44,905.44,573.0,12,10865.32819,2016,4,November,11,-232,0.05273655705378191,905.4440158333333,47.75,0
2137,CA-2016-156377,2016-12-31,2017-05-01,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051.0,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",576.43,902.36,325.93,1,902.3630959,2016,4,December,12,121,0.36119606562026296,902.3630959,325.93,0
2138,CA-2016-156377,2016-12-31,2017-05-01,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051.0,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,831.72,292.99,-538.73,14,4101.913967,2016,4,December,12,121,-0.13133625042701924,292.9938547857143,-38.480714285714285,1
2139,US-2018-157896,2018-11-16,2018-11-16,Same Day,CB-12415,Christy Brittain,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,181.26,462.43,281.17,9,4161.867117,2018,4,November,11,0,0.06755862022876788,462.42967966666663,31.241111111111113,0
2140,CA-2015-159520,2015-06-06,2015-11-06,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561.0,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,965.92,531.35,-434.57,2,1062.696168,2015,2,June,6,153,-0.40893155831912253,531.348084,-217.285,1
2141,CA-2015-159520,2015-06-06,2015-11-06,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561.0,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,922.07,393.6,-528.47,23,9052.825526,2015,2,June,6,153,-0.058376249324834276,393.601109826087,-22.976956521739133,1
2142,CA-2015-159520,2015-06-06,2015-11-06,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561.0,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",401.68,217.99,-183.69,12,2615.837876,2015,2,June,6,153,-0.07022224186190353,217.98648966666667,-15.3075,1
2143,CA-2017-155481,2017-01-09,2017-05-09,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",272.18,865.44,593.27,24,20770.63268,2017,1,January,1,120,0.02856292387141671,865.4430283333332,24.719583333333333,0
2144,CA-2017-155481,2017-01-09,2017-05-09,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,276.36,785.57,509.2,15,11783.49737,2017,1,January,1,120,0.04321297692961593,785.5664913333333,33.946666666666665,0
2145,CA-2017-155481,2017-01-09,2017-05-09,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,749.7,558.83,-190.87,4,2235.311247,2017,1,January,1,120,-0.08538855618257442,558.82781175,-47.7175,1
2146,US-2017-152051,2017-06-25,2017-06-29,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",773.79,896.72,122.93,8,7173.787577,2017,2,June,6,4,0.017135996665712257,896.723447125,15.36625,0
2147,US-2017-152051,2017-06-25,2017-06-29,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403.0,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,252.35,791.4,539.05,24,18993.55525,2017,2,June,6,4,0.028380679283305843,791.3981354166667,22.460416666666664,0
2148,US-2017-152051,2017-06-25,2017-06-29,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403.0,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",995.44,559.17,-436.28,3,1677.495372,2017,2,June,6,4,-0.2600782137955132,559.165124,-145.42666666666665,1
2149,CA-2015-141607,2015-12-12,2015-12-17,Standard Class,WB-21850,William Brown,Consumer,United States,Concord,California,94521.0,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,969.64,393.13,-576.51,4,1572.526015,2015,4,December,12,5,-0.3666139666376203,393.13150375,-144.1275,1
2150,CA-2018-102771,2018-03-31,2018-05-04,Standard Class,DO-13435,Denny Ordway,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,368.78,21.0,-347.78,8,167.9634916,2018,1,March,3,34,-2.070569006913881,20.99543645,-43.4725,1
2151,US-2018-139969,2018-11-19,2018-11-26,Standard Class,AF-10870,Art Ferguson,Consumer,United States,College Station,Texas,77840.0,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,405.0,598.47,193.47,25,14961.76211,2018,4,November,11,7,0.012930963517371418,598.4704844,7.7388,0
2152,CA-2015-167360,2015-11-24,2015-11-29,Second Class,RB-19435,Richard Bierner,Consumer,United States,Saint Louis,Missouri,63116.0,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,113.08,787.36,674.28,6,4724.141669,2015,4,November,11,5,0.14273068998431004,787.3569448333333,112.38,0
2153,CA-2016-123505,2016-11-22,2016-11-26,Standard Class,AR-10540,Andy Reiter,Consumer,United States,Quincy,Massachusetts,2169.0,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,690.22,341.26,-348.97,22,7507.665893,2016,4,November,11,4,-0.0464818233754079,341.2575405909091,-15.862272727272728,1
2154,CA-2017-117282,2017-07-14,2017-07-18,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,470.53,493.27,22.74,19,9372.160094,2017,3,July,7,4,0.0024263349934192874,493.27158389473686,1.1968421052631577,0
2155,US-2017-120460,2017-04-30,2017-05-05,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Dallas,Texas,75081.0,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,388.55,198.36,-190.18,24,4760.756788,2017,2,April,4,5,-0.039947430307586636,198.36486616666664,-7.924166666666667,1
2156,CA-2017-111115,2017-07-25,2017-07-27,Second Class,LB-16735,Larry Blacks,Consumer,United States,Los Angeles,California,90032.0,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,775.09,715.87,-59.21,16,11453.99639,2017,3,July,7,2,-0.005169374774004098,715.874774375,-3.700625,1
2157,CA-2015-124646,2015-06-22,2015-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,549.91,179.71,-370.19,10,1797.129443,2015,2,June,6,2,-0.2059896138488673,179.7129443,-37.019,1
2158,CA-2015-124646,2015-06-22,2015-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,684.93,475.28,-209.65,22,10456.15524,2015,2,June,6,2,-0.020050390912137988,475.2797836363636,-9.529545454545454,1
2159,CA-2018-148166,2018-10-21,2018-10-26,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Deltona,Florida,32725.0,South,OFF-AR-10004956,Office Supplies,Art,Newell 33,354.93,141.16,-213.77,8,1129.310304,2018,4,October,10,5,-0.1892925259274,141.163788,-26.72125,1
2160,CA-2017-159737,2017-03-09,2017-09-09,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",839.93,733.68,-106.26,3,2201.035329,2017,1,March,3,184,-0.04827728051429202,733.6784429999999,-35.42,1
2161,CA-2017-141019,2017-05-14,2017-05-14,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,45231.0,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",563.85,26.97,-536.87,12,323.6685058,2017,2,May,5,0,-1.6587032422973542,26.972375483333334,-44.73916666666667,1
2162,CA-2017-101938,2017-07-01,2017-12-01,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Oakland,California,94601.0,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,690.46,548.82,-141.64,6,3292.927349,2017,3,July,7,153,-0.043013399625416386,548.8212248333333,-23.606666666666666,1
2163,CA-2018-166296,2018-03-13,2018-03-19,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Manteca,California,95336.0,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,493.42,239.54,-253.89,4,958.1428086,2018,1,March,3,6,-0.26498137618021045,239.53570215,-63.4725,1
2164,CA-2017-154018,2017-10-13,2017-10-19,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041.0,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,216.65,613.34,396.68,24,14720.06649,2017,4,October,10,6,0.026948247840421272,613.33610375,16.528333333333332,0
2165,CA-2017-154018,2017-10-13,2017-10-19,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041.0,Central,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,747.13,76.26,-670.87,13,991.4016251,2017,4,October,10,6,-0.6766884207319421,76.26166346923077,-51.605384615384615,1
2166,CA-2017-154018,2017-10-13,2017-10-19,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041.0,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",356.15,843.32,487.17,7,5903.23216,2017,4,October,10,6,0.08252597675236951,843.3188799999999,69.5957142857143,0
2167,CA-2017-154018,2017-10-13,2017-10-19,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041.0,Central,OFF-AR-10002067,Office Supplies,Art,Newell 334,763.58,917.89,154.31,19,17439.95315,2017,4,October,10,6,0.00884807422776821,917.8922710526316,8.121578947368421,0
2168,CA-2017-154018,2017-10-13,2017-10-19,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041.0,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,338.52,78.13,-260.39,9,703.1584816,2017,4,October,10,6,-0.3703148106917466,78.12872017777778,-28.932222222222222,1
2169,CA-2018-117870,2018-01-27,2018-01-30,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240.0,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,709.69,810.37,100.67,21,17017.71957,2018,1,January,1,3,0.00591559871379406,810.3675985714286,4.793809523809524,0
2170,CA-2018-117870,2018-01-27,2018-01-30,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240.0,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,138.82,113.7,-25.12,24,2728.71547,2018,1,January,1,3,-0.009205796748020783,113.69647791666667,-1.0466666666666666,1
2171,CA-2018-117870,2018-01-27,2018-01-30,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240.0,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,508.71,648.43,139.72,22,14265.4808,2018,1,January,1,3,0.009794272058464374,648.4309454545454,6.350909090909091,0
2172,US-2018-137491,2018-11-19,2018-11-25,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,San Angelo,Texas,76903.0,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",233.95,945.68,711.73,12,11348.17057,2018,4,November,11,6,0.06271759801368583,945.6808808333334,59.310833333333335,0
2173,CA-2015-152296,2015-01-08,2015-03-08,First Class,IL-15100,Ivan Liston,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,124.75,247.81,123.06,12,2973.732757,2015,1,January,1,59,0.04138233326795209,247.81106308333335,10.255,0
2174,CA-2017-112025,2017-07-30,2017-04-08,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Houston,Texas,77070.0,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,75.63,221.31,145.68,19,4204.982156,2017,3,July,7,-113,0.03464461788312997,221.31485031578947,7.667368421052632,0
2175,CA-2016-132507,2016-07-30,2016-03-08,Second Class,CC-12610,Corey Catlett,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,430.68,608.25,177.57,1,608.2535816,2016,3,July,7,-144,0.2919341626117603,608.2535816,177.57,0
2176,CA-2017-125738,2017-10-15,2017-10-21,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,902.57,725.82,-176.74,12,8709.892899,2017,4,October,10,6,-0.020291868344361832,725.82440825,-14.728333333333333,1
2177,CA-2017-125738,2017-10-15,2017-10-21,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,480.16,146.39,-333.77,22,3220.537661,2017,4,October,10,6,-0.10363797450403422,146.38807549999999,-15.171363636363635,1
2178,CA-2017-125738,2017-10-15,2017-10-21,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",38.45,249.73,211.28,2,499.4569386,2017,4,October,10,6,0.4230194510706513,249.7284693,105.64,0
2179,CA-2017-125738,2017-10-15,2017-10-21,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",506.08,537.72,31.64,5,2688.611992,2017,4,October,10,6,0.011768154011863829,537.7223984,6.328,0
2180,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",844.79,82.07,-762.72,5,410.3400659,2017,3,July,7,123,-1.8587509809141451,82.06801318000001,-152.544,1
2181,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,494.5,532.16,37.66,7,3725.086145,2017,3,July,7,123,0.010109833312324646,532.1551635714286,5.38,0
2182,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,162.45,574.06,411.61,9,5166.536557,2017,3,July,7,123,0.07966845786512838,574.0596174444445,45.73444444444445,0
2183,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,230.89,953.99,723.1,2,1907.978646,2017,3,July,7,123,0.3789874700725555,953.989323,361.55,0
2184,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,319.64,175.17,-144.47,20,3503.423559,2017,3,July,7,123,-0.04123680667410846,175.17117795,-7.2235,1
2185,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,185.93,382.26,196.33,12,4587.119561,2017,3,July,7,123,0.04280027965026482,382.2599634166667,16.360833333333336,0
2186,CA-2018-124576,2018-01-08,2018-04-08,Second Class,HK-14890,Heather Kirkland,Corporate,United States,Salinas,California,93905.0,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,201.63,749.33,547.7,14,10490.59188,2018,1,January,1,90,0.052208684339743856,749.3279914285714,39.121428571428574,0
2187,CA-2017-101378,2017-07-14,2017-07-14,Same Day,RH-19600,Rob Haberlin,Consumer,United States,Huntsville,Alabama,35810.0,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,949.43,176.94,-772.49,13,2300.258101,2017,3,July,7,0,-0.33582753155577305,176.94293084615384,-59.42230769230769,1
2188,CA-2018-143063,2018-10-08,2018-08-15,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201.0,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,65.28,228.04,162.77,16,3648.715629,2018,4,October,10,-54,0.04461021810148856,228.0447268125,10.173125,0
2189,CA-2018-143063,2018-10-08,2018-08-15,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201.0,Central,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",65.56,4.96,-60.6,14,69.42655891,2018,4,October,10,-54,-0.8728648078116307,4.959039922142857,-4.328571428571428,1
2190,CA-2018-143063,2018-10-08,2018-08-15,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201.0,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,496.58,971.21,474.64,20,19424.29626,2018,4,October,10,-54,0.0244353768932888,971.2148129999999,23.732,0
2191,CA-2017-118913,2017-06-25,2017-06-29,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,353.58,576.74,223.16,5,2883.710797,2017,2,June,6,4,0.07738640096370246,576.7421594,44.632,0
2192,CA-2017-128412,2017-10-12,2017-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,722.68,311.05,-411.63,9,2799.422809,2017,4,October,10,66,-0.1470410252701488,311.0469787777778,-45.736666666666665,1
2193,CA-2017-128412,2017-10-12,2017-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,495.52,711.5,215.98,6,4268.975548,2017,4,October,10,66,0.05059293443392662,711.4959246666667,35.99666666666666,0
2194,CA-2017-128412,2017-10-12,2017-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,614.85,128.72,-486.14,4,514.8627152,2017,4,October,10,66,-0.9442128661640558,128.7156788,-121.535,1
2195,CA-2017-128412,2017-10-12,2017-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,141.42,619.5,478.07,15,9292.461792,2017,4,October,10,66,0.051447077287051814,619.4974528,31.871333333333332,0
2196,CA-2017-128412,2017-10-12,2017-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,191.9,249.98,58.07,11,2749.741131,2017,4,October,10,66,0.02111835159511239,249.9764664545455,5.279090909090909,0
2197,CA-2017-136483,2017-01-12,2017-06-12,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,779.47,728.89,-50.58,19,13848.95456,2017,1,January,1,151,-0.003652261243320882,728.892345263158,-2.6621052631578945,1
2198,CA-2015-163013,2015-11-28,2015-04-12,Standard Class,BF-11080,Bart Folk,Consumer,United States,Montgomery,Alabama,36116.0,South,OFF-AR-10001954,Office Supplies,Art,Newell 331,589.84,997.53,407.69,3,2992.589783,2015,4,November,11,-230,0.13623317245683453,997.5299276666666,135.89666666666668,0
2199,CA-2016-135363,2016-03-28,2016-02-04,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,740.23,368.13,-372.1,12,4417.506216,2016,1,March,3,-53,-0.08423304502714027,368.125518,-31.008333333333336,1
2200,CA-2016-135363,2016-03-28,2016-02-04,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,918.08,892.26,-25.82,22,19629.65988,2016,1,March,3,-53,-0.0013153564635272734,892.2572672727273,-1.1736363636363636,1
2201,US-2015-165659,2015-01-06,2015-06-06,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209.0,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,601.71,145.81,-455.9,2,291.6100924,2015,1,January,1,151,-1.5633889631455018,145.8050462,-227.95,1
2202,US-2015-165659,2015-01-06,2015-06-06,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209.0,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,208.57,763.34,554.76,15,11450.02927,2015,1,January,1,151,0.04845053116619674,763.3352846666668,36.984,0
2203,CA-2016-138002,2016-06-09,2016-12-09,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103.0,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,383.21,564.38,181.17,20,11287.57494,2016,2,June,6,183,0.016050391777066686,564.378747,9.058499999999999,0
2204,CA-2016-138002,2016-06-09,2016-12-09,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103.0,West,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",968.52,658.75,-309.77,16,10539.9484,2016,2,June,6,183,-0.029390086957161953,658.746775,-19.360625,1
2205,CA-2016-128860,2016-06-29,2016-05-07,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,17602.0,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",876.88,761.32,-115.56,16,12181.17249,2016,2,June,6,-53,-0.009486771498791903,761.323280625,-7.2225,1
2206,CA-2017-164350,2017-10-09,2017-12-09,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620.0,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",274.59,29.89,-244.7,23,687.5139068,2017,4,October,10,61,-0.35592007315014795,29.891908991304348,-10.639130434782608,1
2207,US-2015-103905,2015-07-14,2015-07-20,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505.0,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,498.6,953.45,454.84,18,17162.02799,2015,3,July,7,6,0.026502695384544705,953.4459994444444,25.26888888888889,0
2208,US-2015-103905,2015-07-14,2015-07-20,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505.0,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,536.6,297.33,-239.27,21,6243.86317,2015,3,July,7,6,-0.03832082694406643,297.3268176190476,-11.393809523809525,1
2209,CA-2016-129854,2016-08-22,2016-08-26,Standard Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10009.0,East,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,790.41,423.38,-367.03,1,423.377656,2016,3,August,8,4,-0.8669092352856712,423.377656,-367.03,1
